cfg_id;bow;bigram;lemmatize;remove_stopwords;rating;length;tense;sentiment1;sentiment2;db_comment_column_name;1_fold;2_fold;3_fold;4_fold;5_fold;6_fold;7_fold;8_fold;9_fold;10_fold
bow-lemmatize-rating;True;False;True;False;True;False;False;False;False;lemmatized_comment;0.5141065830721002;0.5270270270270271;0.6107784431137725;0.56797583081571;0.6211180124223603;0.5354838709677419;0.5594855305466238;0.5283018867924528;0.5555555555555556;0.5768025078369906
bow-rating-sentiment1;True;False;False;False;True;False;False;True;False;comment;0.542483660130719;0.5372168284789643;0.5536332179930795;0.5841269841269842;0.5412541254125413;0.570446735395189;0.56;0.5714285714285714;0.5277777777777778;0.5139318885448917
bow-rating-tense-sentiment1;True;False;False;False;True;False;True;True;False;comment;0.5544554455445545;0.6086956521739131;0.5505226480836237;0.5256410256410257;0.56957928802589;0.5521885521885521;0.5602605863192183;0.5821917808219178;0.5476923076923077;0.5283018867924528
bigram-rating-sentiment1;False;True;False;False;True;False;False;True;False;comment;0.3741007194244604;0.4171779141104295;0.37419354838709673;0.3875;0.39726027397260266;0.5058823529411764;0.4972375690607735;0.39160839160839156;0.4155844155844156;0.34848484848484856
bigram-lemmatize-remove_stopwords-rating-tense-sentiment2;False;True;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.5084745762711864;0.5227272727272727;0.5111111111111111;0.4939759036144578;0.4878048780487804;0.49079754601227005;0.5030674846625768;0.5217391304347826;0.5573770491803278;0.518918918918919
bow-bigram-tense-sentiment1;True;True;False;False;False;False;True;True;False;comment;0.5803571428571428;0.59915611814346;0.5876777251184834;0.6218487394957983;0.6506024096385542;0.6127659574468085;0.5847457627118644;0.5631067961165048;0.5882352941176471;0.5795918367346938
bow-bigram-lemmatize-rating-tense;True;True;True;False;True;False;True;False;False;lemmatized_comment;0.611111111111111;0.5916666666666667;0.5497630331753554;0.5769230769230769;0.6210045662100456;0.5726872246696035;0.5520361990950226;0.6063348416289592;0.626984126984127;0.6239316239316238
bow-bigram-remove_stopwords-rating-tense-sentiment1;True;True;False;True;True;False;True;True;False;stopwords_removal;0.6060606060606061;0.5645161290322581;0.5857740585774058;0.616600790513834;0.59375;0.5665236051502146;0.6260162601626016;0.6556016597510373;0.6255144032921811;0.6274509803921569
bow-lemmatize-remove_stopwords-rating-tense-sentiment1;True;False;True;True;True;False;True;True;False;stopwords_removal_lemmatization;0.5800000000000001;0.5921052631578947;0.5878594249201278;0.5454545454545454;0.5798045602605862;0.5436893203883495;0.5177993527508091;0.5878594249201278;0.5;0.5784615384615385
bow-lemmatize-remove_stopwords-rating-tense-sentiment2;True;False;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.5750798722044729;0.5399999999999999;0.5804195804195804;0.5694444444444444;0.5674740484429066;0.5616438356164384;0.6006825938566552;0.6557377049180328;0.5362776025236593;0.5945945945945946
bow-lemmatize-rating;True;False;True;False;True;False;False;False;False;lemmatized_comment;0.7894736842105263;0.8198757763975155;0.7870967741935483;0.8104575163398693;0.812121212121212;0.8098159509202454;0.7848101265822784;0.802547770700637;0.7898089171974523;0.8181818181818181
bow-rating-sentiment1;True;False;False;False;True;False;False;True;False;comment;0.8333333333333334;0.84472049689441;0.8433734939759037;0.8205128205128205;0.7770700636942676;0.813953488372093;0.7922077922077922;0.8050314465408805;0.8255813953488371;0.7919463087248322
bow-rating-tense-sentiment1;True;False;False;False;True;False;True;True;False;comment;0.8258064516129032;0.8606060606060606;0.8860759493670887;0.7945205479452055;0.7973856209150327;0.8284023668639052;0.840764331210191;0.8553459119496857;0.7297297297297298;0.7922077922077921
bigram-rating-sentiment1;False;True;False;False;True;False;False;True;False;comment;0.4791666666666667;0.5663716814159292;0.6185567010309279;0.5473684210526315;0.6185567010309279;0.5148514851485149;0.5510204081632653;0.5523809523809524;0.5607476635514018;0.64
bigram-lemmatize-remove_stopwords-rating-tense-sentiment2;False;True;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.7480916030534353;0.7391304347826086;0.7801418439716312;0.7724137931034483;0.8;0.8219178082191781;0.7721518987341773;0.8;0.825;0.7638888888888888
bow-bigram-tense-sentiment1;True;True;False;False;False;False;True;True;False;comment;0.8266666666666668;0.8533333333333334;0.8571428571428572;0.8299319727891156;0.7755102040816326;0.8251748251748252;0.8304093567251463;0.7870967741935484;0.8378378378378379;0.8589743589743591
bow-bigram-lemmatize-rating-tense;True;True;True;False;True;False;True;False;False;lemmatized_comment;0.830188679245283;0.8435374149659863;0.8395061728395062;0.821917808219178;0.8356164383561644;0.7891156462585035;0.7737226277372263;0.7761194029850748;0.8344370860927153;0.8275862068965518
bow-bigram-remove_stopwords-rating-tense-sentiment1;True;True;False;True;True;False;True;True;False;stopwords_removal;0.7953216374269007;0.8554216867469879;0.7160493827160493;0.7953216374269007;0.8292682926829269;0.802547770700637;0.783132530120482;0.7701863354037267;0.7602339181286549;0.7719298245614036
bow-lemmatize-remove_stopwords-rating-tense-sentiment1;True;False;True;True;True;False;True;True;False;stopwords_removal_lemmatization;0.779874213836478;0.8170731707317074;0.7547169811320755;0.810126582278481;0.7804878048780488;0.8160919540229885;0.8255813953488371;0.8;0.7901234567901234;0.7672955974842768
bow-lemmatize-remove_stopwords-rating-tense-sentiment2;True;False;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.8047337278106509;0.813953488372093;0.7950310559006211;0.802325581395349;0.7857142857142857;0.8292682926829269;0.8323699421965318;0.7975460122699387;0.8070175438596492;0.8074534161490683
