cfg_id;bow;bigram;lemmatize;remove_stopwords;rating;length;tense;sentiment1;sentiment2;db_comment_column_name;1_fold;2_fold;3_fold;4_fold;5_fold;6_fold;7_fold;8_fold;9_fold;10_fold
bow-lemmatize-rating;True;False;True;False;True;False;False;False;False;lemmatized_comment;0.7465437788018432;0.7384615384615384;0.7586206896551724;0.7464114832535884;0.7606837606837608;0.7798165137614679;0.7475728155339807;0.7373271889400921;0.7333333333333333;0.708133971291866
bow-rating-sentiment1;True;False;False;False;True;False;False;True;False;comment;0.7545454545454545;0.7579908675799087;0.6871794871794872;0.7661691542288557;0.6893203883495146;0.7551020408163265;0.7547169811320755;0.6666666666666666;0.6893203883495145;0.753623188405797
bow-rating-tense-sentiment1;True;False;False;False;True;False;True;True;False;comment;0.7403846153846154;0.7499999999999999;0.7004608294930876;0.7330316742081449;0.7177033492822965;0.7839195979899498;0.708133971291866;0.7263681592039801;0.7299999999999999;0.7403846153846154
bigram-rating-sentiment1;False;True;False;False;True;False;False;True;False;comment;0.7659574468085107;0.7777777777777779;0.7463768115942029;0.7340823970037454;0.7750865051903114;0.7790262172284643;0.7686832740213523;0.7272727272727273;0.787878787878788;0.7730496453900709
bigram-lemmatize-remove_stopwords-rating-tense-sentiment2;False;True;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.7222222222222222;0.7619047619047619;0.7901234567901234;0.7309236947791165;0.7753623188405796;0.7747035573122529;0.7924528301886793;0.7580645161290321;0.7600000000000001;0.7567567567567568
bow-bigram-tense-sentiment1;True;True;False;False;False;False;True;True;False;comment;0.8429752066115702;0.8103448275862071;0.7851239669421488;0.8034934497816595;0.7894736842105263;0.7763713080168776;0.7767857142857143;0.801762114537445;0.8181818181818181;0.8018018018018017
bow-bigram-lemmatize-rating-tense;True;True;True;False;True;False;True;False;False;lemmatized_comment;0.7911111111111111;0.8347107438016528;0.8270042194092827;0.8;0.8081632653061226;0.8173913043478261;0.7665198237885462;0.8135593220338982;0.8018433179723502;0.8053097345132744
bow-bigram-remove_stopwords-rating-tense-sentiment1;True;True;False;True;True;False;True;True;False;stopwords_removal;0.8186046511627907;0.784688995215311;0.8340807174887892;0.8085106382978723;0.8225108225108225;0.8311688311688312;0.7850467289719625;0.8340807174887892;0.7962085308056872;0.7813953488372094
bow-lemmatize-remove_stopwords-rating-tense-sentiment1;True;False;True;True;True;False;True;True;False;stopwords_removal_lemmatization;0.7829787234042553;0.7813953488372094;0.7070707070707072;0.7407407407407407;0.716577540106952;0.8173076923076923;0.8071748878923767;0.7813953488372094;0.803921568627451;0.7783251231527094
bow-lemmatize-remove_stopwords-rating-tense-sentiment2;True;False;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.7225130890052356;0.8;0.7340425531914894;0.7692307692307694;0.7238095238095237;0.7643979057591622;0.7788461538461539;0.8235294117647058;0.7789473684210526;0.803921568627451
