cfg_id;bow;bigram;lemmatize;remove_stopwords;rating;length;tense;sentiment1;sentiment2;db_comment_column_name;1_fold;2_fold;3_fold;4_fold;5_fold;6_fold;7_fold;8_fold;9_fold;10_fold
bow-lemmatize-rating;True;False;True;False;True;False;False;False;False;lemmatized_comment;0.8428571428571429;0.8604651162790697;0.8461538461538461;0.9156626506024096;0.8636363636363636;0.8607594936708861;0.8026315789473685;0.8717948717948718;0.8764044943820225;0.9012345679012346
bow-rating-sentiment1;True;False;False;False;True;False;False;True;False;comment;0.83;0.8369565217391305;0.8829787234042553;0.8641975308641975;0.8589743589743589;0.8409090909090909;0.8791208791208791;0.8586956521739131;0.8170731707317073;0.8586956521739131
bow-rating-tense-sentiment1;True;False;False;False;True;False;True;True;False;comment;0.7857142857142857;0.896551724137931;0.881578947368421;0.8695652173913043;0.8875;0.8651685393258427;0.8589743589743589;0.875;0.8333333333333334;0.8552631578947368
bigram-rating-sentiment1;False;True;False;False;True;False;False;True;False;comment;0.7122302158273381;0.7133333333333334;0.6858974358974359;0.697986577181208;0.73125;0.7266666666666667;0.7354838709677419;0.696551724137931;0.6776315789473685;0.7708333333333334
bigram-lemmatize-remove_stopwords-rating-tense-sentiment2;False;True;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.75;0.7445255474452555;0.7642857142857142;0.7480314960629921;0.768;0.7322834645669292;0.762962962962963;0.8211382113821138;0.7014925373134329;0.7720588235294118
bow-bigram-tense-sentiment1;True;True;False;False;False;False;True;True;False;comment;0.8016528925619835;0.7933884297520661;0.7829457364341085;0.8102189781021898;0.7983870967741935;0.8305084745762712;0.8688524590163934;0.7580645161290323;0.7394957983193278;0.7983870967741935
bow-bigram-lemmatize-rating-tense;True;True;True;False;True;False;True;False;False;lemmatized_comment;0.7751937984496124;0.7835820895522388;0.7727272727272727;0.8524590163934426;0.8225806451612904;0.7795275590551181;0.7916666666666666;0.8467741935483871;0.8;0.6694214876033058
bow-bigram-remove_stopwords-rating-tense-sentiment1;True;True;False;True;True;False;True;True;False;stopwords_removal;0.8629032258064516;0.8037383177570093;0.7906976744186046;0.8728813559322034;0.784;0.8083333333333333;0.8267716535433071;0.8558558558558559;0.8288288288288288;0.8064516129032258
bow-lemmatize-remove_stopwords-rating-tense-sentiment1;True;False;True;True;True;False;True;True;False;stopwords_removal_lemmatization;0.9166666666666666;0.8484848484848485;0.881578947368421;0.85;0.8695652173913043;0.8709677419354839;0.8372093023255814;0.8804347826086957;0.8369565217391305;0.8571428571428571
bow-lemmatize-remove_stopwords-rating-tense-sentiment2;True;False;True;True;True;False;True;False;True;stopwords_removal_lemmatization;0.82;0.8586956521739131;0.8173076923076923;0.8829787234042553;0.826530612244898;0.8170731707317073;0.8387096774193549;0.8645833333333334;0.8470588235294118;0.8673469387755102
